"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0008299","isoprenoid biosynthetic process","5/292","35/28814",2.61343640951331e-05,0.000502173211161321,0.000367093897476629,"Hmgcs2/Idi1/Aldh1a2/Hmgcs1/Fdps",5,"BP"
"GO:0051055","negative regulation of lipid biosynthetic process","6/292","58/28814",2.6755036691096e-05,0.000511350273443728,0.000373802426497609,"Acadvl/Acadl/Dkk3/Slc27a1/Insig1/Prox1",6,"BP"
"GO:0015849","organic acid transport","13/292","321/28814",2.73598927303808e-05,0.000520129024565856,0.000380219785872369,"Acsl1/Fabp3/Cpt1b/Slc38a6/Slc38a2/Slc2a1/Slc27a1/Fabp4/Per2/Mpc1/Abcd3/Abat/Abcg2",13,"BP"
"GO:0010867","positive regulation of triglyceride biosynthetic process","4/292","18/28814",2.8264961044825e-05,0.000534491908858225,0.000390719205309138,"Plin5/Dgat2/Slc27a1/Ldlr",4,"BP"
"GO:0006720","isoprenoid metabolic process","7/292","87/28814",2.98714108073589e-05,0.000561896959081582,0.000410752585173766,"Hmgcs2/Retsat/Idi1/Aldh1a2/Dhrs4/Hmgcs1/Fdps",7,"BP"
"GO:0016114","terpenoid biosynthetic process","4/292","19/28814",3.55172122916097e-05,0.00065698135217598,0.000480260276293931,"Hmgcs2/Aldh1a2/Hmgcs1/Fdps",4,"BP"
"GO:0044539","long-chain fatty acid import into cell","4/292","19/28814",3.55172122916097e-05,0.00065698135217598,0.000480260276293931,"Acsl1/Fabp3/Slc2a1/Slc27a1",4,"BP"
"GO:0055003","cardiac myofibril assembly","4/292","19/28814",3.55172122916097e-05,0.00065698135217598,0.000480260276293931,"Csrp3/Nkx2-5/Fhod3/Prox1",4,"BP"
"GO:0008016","regulation of heart contraction","10/292","197/28814",3.5661550733671e-05,0.00065698135217598,0.000480260276293931,"Myh7/Kcne1/Adra1b/Csrp3/Nppa/Nkx2-5/Abcc9/Hrc/Apln/Slc4a3",10,"BP"
"GO:0010927","cellular component assembly involved in morphogenesis","8/292","123/28814",3.80175575826279e-05,0.000696793593847754,0.000509363443563197,"Csrp3/Nkx2-5/Acta1/Fhod3/Ankrd23/Csrp1/Myom2/Prox1",8,"BP"
"GO:0046622","positive regulation of organ growth","6/292","62/28814",3.9281609859693e-05,0.0007151120646783,0.000522754438350526,"Acacb/Ybx3/Bmpr1a/Ccnb1/Fdps/Prox1",6,"BP"
"GO:0044786","cell cycle DNA replication","5/292","38/28814",3.9417201102861e-05,0.0007151120646783,0.000522754438350526,"Mcm2/Mcm3/Mcm4/Mcm6/Pcna",5,"BP"
"GO:0036293","response to decreased oxygen levels","11/292","243/28814",4.18079205628263e-05,0.00075465408127041,0.000551660068245267,"Acot2/Ucp3/Ucp2/Cat/Acaa2/Bnip3/Hif3a/Vegfa/Ddit4/Ogt/Abat",11,"BP"
"GO:0009083","branched-chain amino acid catabolic process","4/292","20/28814",4.40431252095421e-05,0.000779258066826254,0.000569645840386052,"Bcat2/Aldh6a1/Bckdhb/Acadsb",4,"BP"
"GO:0045540","regulation of cholesterol biosynthetic process","4/292","20/28814",4.40431252095421e-05,0.000779258066826254,0.000569645840386052,"Lpcat3/Fgf1/Srebf2/Fdps",4,"BP"
"GO:0106118","regulation of sterol biosynthetic process","4/292","20/28814",4.40431252095421e-05,0.000779258066826254,0.000569645840386052,"Lpcat3/Fgf1/Srebf2/Fdps",4,"BP"
"GO:0140354","lipid import into cell","4/292","20/28814",4.40431252095421e-05,0.000779258066826254,0.000569645840386052,"Acsl1/Fabp3/Slc2a1/Slc27a1",4,"BP"
"GO:0072593","reactive oxygen species metabolic process","11/292","245/28814",4.50315153330766e-05,0.0007928208660119,0.000579560389197283,"Plin5/Cat/Bnip3/Pdk4/Sesn1/Ddit4/Cdkn1a/Insr/Hspd1/Ogt/Foxo3",11,"BP"
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","6/292","64/28814",4.71031889672689e-05,0.00082522939886774,0.000603251367475549,"Cdkn1a/Apln/Dnmt1/Igfbp5/Ppargc1a/Bmpr1a",6,"BP"
"GO:0006869","lipid transport","14/292","390/28814",5.04673448425151e-05,0.000879855075449507,0.000643183311420397,"Acsl1/Fabp3/Slc25a20/Cpt1b/Dbi/Slc2a1/Slc27a1/Fabp4/Lpcat3/Igfbp3/Abcd3/Ldlr/Abcg2/Npc1",14,"BP"
"GO:0031330","negative regulation of cellular catabolic process","11/292","249/28814",5.21248445785711e-05,0.000904340750115597,0.000661082597056788,"Timp3/Plin5/Dbi/Adra1b/Acacb/Vegfa/Timp4/Ogt/Smg1/Nrbp2/Npc1",11,"BP"
"GO:0009063","cellular amino acid catabolic process","7/292","95/28814",5.27289987260675e-05,0.000910403098777611,0.000665514237671496,"Bcat2/Aldh6a1/Bckdhb/Etfb/Acadsb/Etfa/Abat",7,"BP"
"GO:0043500","muscle adaptation","8/292","129/28814",5.34020025924234e-05,0.000917590179160198,0.000670768068999974,"Nppb/Myh7/Klf15/Nppa/Srl/Foxo3/Igfbp5/Fdps",8,"BP"
"GO:0046321","positive regulation of fatty acid oxidation","4/292","21/28814",5.39732852362873e-05,0.000922969002078903,0.000674700045109368,"Plin5/Mlycd/Cpt1a/Ppargc1a",4,"BP"
"GO:0006820","anion transport","16/292","498/28814",5.58926843499456e-05,0.000950653567729581,0.000694937753690343,"Prnp/Slc38a6/Clic5/Slc38a2/Slc2a1/Slc27a1/Rab11b/Slc25a42/Per2/Clca1/Mpc1/Abcd3/Abat/Slc4a3/Ttyh3/Abcg2",16,"BP"
"GO:0045776","negative regulation of blood pressure","6/292","66/28814",5.6124203355048e-05,0.000950653567729581,0.000694937753690343,"Nppb/Nppa/Scpep1/Abcc9/Apln/Abat",6,"BP"
"GO:0032869","cellular response to insulin stimulus","10/292","208/28814",5.64058905708646e-05,0.000950918174057878,0.00069513118369854,"Lpl/Csrp3/Pdk4/Ywhag/Slc27a1/Appl2/Insr/Sgk1/Ogt/Insig1",10,"BP"
"GO:1901568","fatty acid derivative metabolic process","5/292","41/28814",5.74068520818919e-05,0.0009632492457309,0.000704145326747001,"Acsl1/Hmgcs2/Dgat2/Oxct1/Hsd17b4",5,"BP"
"GO:0034764","positive regulation of transmembrane transport","11/292","253/28814",6.01577735279725e-05,0.00100469104013539,0.000734439714197874,"Acsl1/Kcnip2/Dbi/Kcne1/Klf15/Nppa/Gsto1/Insr/Ak1/C3/Gstm7",11,"BP"
"GO:0006721","terpenoid metabolic process","6/292","67/28814",6.11250206242512e-05,0.00101139270236608,0.000739338699753369,"Hmgcs2/Retsat/Aldh1a2/Dhrs4/Hmgcs1/Fdps",6,"BP"
"GO:1990874","vascular associated smooth muscle cell proliferation","6/292","67/28814",6.11250206242512e-05,0.00101139270236608,0.000739338699753369,"Cdkn1a/Apln/Dnmt1/Igfbp5/Ppargc1a/Bmpr1a",6,"BP"
"GO:0015908","fatty acid transport","7/292","98/28814",6.43334234117581e-05,0.00105957444826555,0.000774560062614521,"Acsl1/Fabp3/Cpt1b/Slc2a1/Slc27a1/Fabp4/Abcd3",7,"BP"
"GO:0071398","cellular response to fatty acid","4/292","22/28814",6.54425919018919e-05,0.00106799919386923,0.000780718640233096,"Dgat2/Lpl/Pdk4/Ldlr",4,"BP"
"GO:0071404","cellular response to low-density lipoprotein particle stimulus","4/292","22/28814",6.54425919018919e-05,0.00106799919386923,0.000780718640233096,"Lpl/Ldlr/Hmgcs1/Npc1",4,"BP"
"GO:0046031","ADP metabolic process","7/292","99/28814",6.86355337231581e-05,0.00111501544330258,0.000815088012922863,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:0050708","regulation of protein secretion","12/292","304/28814",7.09949311278967e-05,0.00114812617127196,0.000839292303212382,"Ucp2/Ankrd1/Cpt1a/Oxct1/Glul/Hadh/Pim3/Cyp51/Per2/Myom1/Bsg/Abat",12,"BP"
"GO:0045823","positive regulation of heart contraction","5/292","43/28814",7.25291996590041e-05,0.00116765477288865,0.000853567916328345,"Adra1b/Nppa/Nkx2-5/Hrc/Apln",5,"BP"
"GO:0032508","DNA duplex unwinding","5/292","44/28814",8.1154115706274e-05,0.00128908804237433,0.000942336913136712,"Mcm2/Mcm3/Mcm4/Mcm6/Mcm5",5,"BP"
"GO:0046461","neutral lipid catabolic process","5/292","44/28814",8.1154115706274e-05,0.00128908804237433,0.000942336913136712,"Plin5/Pnpla2/Lpl/Lipe/Ldlr",5,"BP"
"GO:0046464","acylglycerol catabolic process","5/292","44/28814",8.1154115706274e-05,0.00128908804237433,0.000942336913136712,"Plin5/Pnpla2/Lpl/Lipe/Ldlr",5,"BP"
"GO:0001558","regulation of cell growth","15/292","461/28814",8.27519567482546e-05,0.0013028876362038,0.000952424561322364,"Nppb/Ntn1/Lpar3/Sesn1/Vegfa/Tnfrsf12a/Nppa/Picalm/Cdkn1a/Extl3/Sgk1/Igfbp3/Igfbp5/Fdps/Sh3bp4",15,"BP"
"GO:0031331","positive regulation of cellular catabolic process","15/292","461/28814",8.27519567482546e-05,0.0013028876362038,0.000952424561322364,"Plin5/Pnpla2/Adra1b/Bnip3/Cpt1a/Sesn1/Entpd5/Trp53inp2/Insr/Igfbp3/Foxo3/Gpsm1/Ldlr/Usp13/Sh3bp4",15,"BP"
"GO:1905039","carboxylic acid transmembrane transport","8/292","138/28814",8.59504546496072e-05,0.00134731107420042,0.000984898561589682,"Acsl1/Slc38a6/Slc38a2/Slc2a1/Slc27a1/Per2/Mpc1/Abcd3",8,"BP"
"GO:0009135","purine nucleoside diphosphate metabolic process","7/292","103/28814",8.82606327201372e-05,0.00137149348409465,0.00100257615748916,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:0009179","purine ribonucleoside diphosphate metabolic process","7/292","103/28814",8.82606327201372e-05,0.00137149348409465,0.00100257615748916,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:1903825","organic acid transmembrane transport","8/292","139/28814",9.04095844730232e-05,0.00139873796385493,0.00102249215865695,"Acsl1/Slc38a6/Slc38a2/Slc2a1/Slc27a1/Per2/Mpc1/Abcd3",8,"BP"
"GO:0015980","energy derivation by oxidation of organic compounds","12/292","312/28814",9.07966445479418e-05,0.00139873796385493,0.00102249215865695,"Cat/Adra1b/Bnip3/Per2/Prkag2/Insr/Etfb/Prkaca/Etfa/Ppp1r3c/Ppargc1a/Ccnb1",12,"BP"
"GO:0055008","cardiac muscle tissue morphogenesis","6/292","72/28814",9.1732901614807e-05,0.00140709609601425,0.00102860204114728,"Myh7/Ankrd1/Xirp2/Nkx2-5/Bmpr1a/Prox1",6,"BP"
"GO:0009081","branched-chain amino acid metabolic process","4/292","24/28814",9.35582818330467e-05,0.00142081865931801,0.0010386333792087,"Bcat2/Aldh6a1/Bckdhb/Acadsb",4,"BP"
"GO:1901653","cellular response to peptide","12/292","313/28814",9.35776900258028e-05,0.00142081865931801,0.0010386333792087,"Prnp/Lpl/Csrp3/Pdk4/Ywhag/Slc27a1/Appl2/Insr/Sgk1/Ogt/Adcy6/Insig1",12,"BP"
"GO:0006165","nucleoside diphosphate phosphorylation","7/292","104/28814",9.38201465022526e-05,0.00142081865931801,0.0010386333792087,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:0016052","carbohydrate catabolic process","8/292","140/28814",9.50586776329152e-05,0.00143350090236303,0.0010479042322225,"Adra1b/Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppp1r3c/Ppargc1a",8,"BP"
"GO:0071375","cellular response to peptide hormone stimulus","11/292","269/28814",0.000103815496205268,0.00155897724133457,0.00113962875533602,"Lpl/Csrp3/Pdk4/Ywhag/Slc27a1/Appl2/Insr/Sgk1/Ogt/Adcy6/Insig1",11,"BP"
"GO:1903524","positive regulation of blood circulation","5/292","47/28814",0.000111819963809376,0.00167133103888345,0.00122176056269217,"Adra1b/Nppa/Nkx2-5/Hrc/Apln",5,"BP"
"GO:0046939","nucleotide phosphorylation","7/292","107/28814",0.000112232638313382,0.00167133103888345,0.00122176056269217,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:0050673","epithelial cell proliferation","15/292","476/28814",0.000117737609650678,0.00174603409498557,0.0012763692821707,"Nppb/Glul/Vegfa/Vash2/Fgf1/Igfbp3/Uhrf1/Aldh1a2/Egfl7/Apln/Igfbp5/Maged1/Bmpr1a/Prox1/Ccnd2",15,"BP"
"GO:0060421","positive regulation of heart growth","5/292","49/28814",0.000136729479429083,0.00201930231189894,0.00147613122202255,"Acacb/Bmpr1a/Ccnb1/Fdps/Prox1",5,"BP"
"GO:1902930","regulation of alcohol biosynthetic process","5/292","50/28814",0.000150672575361986,0.00221606495614707,0.0016199667838356,"Dkk3/Lpcat3/Fgf1/Srebf2/Fdps",5,"BP"
"GO:0045542","positive regulation of cholesterol biosynthetic process","3/292","11/28814",0.000160029320703357,0.00233446853956652,0.00170652104827382,"Fgf1/Srebf2/Fdps",3,"BP"
"GO:0106120","positive regulation of sterol biosynthetic process","3/292","11/28814",0.000160029320703357,0.00233446853956652,0.00170652104827382,"Fgf1/Srebf2/Fdps",3,"BP"
"GO:0032392","DNA geometric change","5/292","51/28814",0.000165676896240185,0.00240702937870903,0.00175956378463046,"Mcm2/Mcm3/Mcm4/Mcm6/Mcm5",5,"BP"
"GO:0009185","ribonucleoside diphosphate metabolic process","7/292","114/28814",0.000166767810394901,0.00241306945081528,0.00176397914084868,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:0060047","heart contraction","10/292","238/28814",0.000171219320671615,0.00246749133903367,0.00180376211335716,"Myh7/Kcne1/Adra1b/Csrp3/Nppa/Nkx2-5/Abcc9/Hrc/Apln/Slc4a3",10,"BP"
"GO:0003299","muscle hypertrophy in response to stress","4/292","28/28814",0.000174615297833951,0.00248635487832088,0.00181755155891745,"Nppb/Myh7/Klf15/Nppa",4,"BP"
"GO:0014898","cardiac muscle hypertrophy in response to stress","4/292","28/28814",0.000174615297833951,0.00248635487832088,0.00181755155891745,"Nppb/Myh7/Klf15/Nppa",4,"BP"
"GO:0050995","negative regulation of lipid catabolic process","4/292","28/28814",0.000174615297833951,0.00248635487832088,0.00181755155891745,"Plin5/Dbi/Cidea/Acacb",4,"BP"
"GO:0006839","mitochondrial transport","8/292","153/28814",0.000175824692132422,0.0024936406733384,0.001822877551682,"Slc25a20/Ucp3/Ucp2/Acaa2/Bnip3/Dynlt1b/Alkbh7/Hspd1",8,"BP"
"GO:0006749","glutathione metabolic process","6/292","81/28814",0.000176594081596965,0.00249465315267807,0.00182361768472506,"Clic5/Gstm1/Dpep1/Gsto1/Gstm7/Gstm2",6,"BP"
"GO:0014888","striated muscle adaptation","5/292","52/28814",0.000181795724365049,0.00255802330267987,0.00186994193068401,"Nppb/Myh7/Klf15/Nppa/Igfbp5",5,"BP"
"GO:1904659","glucose transmembrane transport","7/292","117/28814",0.000195898694569311,0.00274565464466949,0.0020071024145347,"Klf15/Slc2a1/Slc27a1/Appl2/Insr/Ak1/C3",7,"BP"
"GO:0010893","positive regulation of steroid biosynthetic process","4/292","29/28814",0.000200946097331918,0.00279447996834348,0.00204279423951596,"Fgf1/Srebf2/Ppargc1a/Fdps",4,"BP"
"GO:0014887","cardiac muscle adaptation","4/292","29/28814",0.000200946097331918,0.00279447996834348,0.00204279423951596,"Nppb/Myh7/Klf15/Nppa",4,"BP"
"GO:0010959","regulation of metal ion transport","14/292","446/28814",0.000205791107405201,0.00284918007585067,0.00208278059324989,"Kcnip2/Dbi/Kcne1/Prnp/Slmap/Lpar3/Per1/Nppa/Nkx2-5/Gsto1/Abcc9/Sgk1/Hrc/Gstm7",14,"BP"
"GO:0008645","hexose transmembrane transport","7/292","118/28814",0.000206473877908596,0.00284918007585067,0.00208278059324989,"Klf15/Slc2a1/Slc27a1/Appl2/Insr/Ak1/C3",7,"BP"
"GO:0015911","long-chain fatty acid import across plasma membrane","3/292","12/28814",0.000211773366054345,0.00291106927030088,0.00212802224512908,"Acsl1/Slc2a1/Slc27a1",3,"BP"
"GO:0016236","macroautophagy","10/292","245/28814",0.000216287993030625,0.00296173673215117,0.00216506069248644,"Bnip3/Sesn1/Gabarapl1/Synpo2/Trp53inp2/Sqstm1/Smg1/Nrbp2/Gpsm1/Npc1",10,"BP"
"GO:1905475","regulation of protein localization to membrane","9/292","200/28814",0.000217128931526267,0.00296190382165984,0.00216518283667415,"Kcne1/Prnp/Csrp3/Picalm/Ppfia1/Ogt/Sorbs2/Sqstm1/Tmbim1",9,"BP"
"GO:0014912","negative regulation of smooth muscle cell migration","4/292","30/28814",0.000230021223272931,0.00312583974135915,0.00228502171768427,"Igfbp3/Igfbp5/Ppargc1a/Bmpr1a",4,"BP"
"GO:0015749","monosaccharide transmembrane transport","7/292","121/28814",0.000240992813325347,0.00325741269653906,0.00238120293134921,"Klf15/Slc2a1/Slc27a1/Appl2/Insr/Ak1/C3",7,"BP"
"GO:0009306","protein secretion","13/292","399/28814",0.000241526123274441,0.00325741269653906,0.00238120293134921,"Ucp2/Ankrd1/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Cyp51/Per2/Myom1/Bsg/Abat",13,"BP"
"GO:0060415","muscle tissue morphogenesis","6/292","86/28814",0.000245257438013641,0.00329530106564192,0.00240889972754197,"Myh7/Ankrd1/Xirp2/Nkx2-5/Bmpr1a/Prox1",6,"BP"
"GO:0035592","establishment of protein localization to extracellular region","13/292","400/28814",0.000247417394115231,0.00331187178489826,0.00242101309755176,"Ucp2/Ankrd1/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Cyp51/Per2/Myom1/Bsg/Abat",13,"BP"
"GO:0009636","response to toxic substance","7/292","122/28814",0.000253479408950939,0.00336550590531739,0.00246022020351597,"Cat/Ephx2/Sesn1/Ddc/Gstm7/Mt1/Abcg2",7,"BP"
"GO:0034754","cellular hormone metabolic process","7/292","122/28814",0.000253479408950939,0.00336550590531739,0.00246022020351597,"Retsat/Sult1a1/Dkk3/Hsd17b7/Aldh1a2/Ppargc1a/Hsd17b4",7,"BP"
"GO:0003015","heart process","10/292","250/28814",0.000254249187027335,0.00336550590531739,0.00246022020351597,"Myh7/Kcne1/Adra1b/Csrp3/Nppa/Nkx2-5/Abcc9/Hrc/Apln/Slc4a3",10,"BP"
"GO:0010665","regulation of cardiac muscle cell apoptotic process","5/292","56/28814",0.000258523373869405,0.00340945586055075,0.00249234808290489,"Acot1/Bnip3/Hspb6/Nkx2-5/Igfbp3",5,"BP"
"GO:0002026","regulation of the force of heart contraction","4/292","31/28814",0.000262003682232195,0.00342545886694078,0.00250404644884017,"Myh7/Adra1b/Csrp3/Apln",4,"BP"
"GO:0010460","positive regulation of heart rate","4/292","31/28814",0.000262003682232195,0.00342545886694078,0.00250404644884017,"Adra1b/Nppa/Hrc/Apln",4,"BP"
"GO:0010563","negative regulation of phosphorus metabolic process","14/292","457/28814",0.000263570561949837,0.00342545886694078,0.00250404644884017,"Prnp/Ppp1r1b/Slc27a1/Nppa/Fabp4/Ddit4/Cdkn1a/Prkag2/Insr/Igfbp3/Ogt/Klhl31/Ppargc1a/Ccnb1",14,"BP"
"GO:0045936","negative regulation of phosphate metabolic process","14/292","457/28814",0.000263570561949837,0.00342545886694078,0.00250404644884017,"Prnp/Ppp1r1b/Slc27a1/Nppa/Fabp4/Ddit4/Cdkn1a/Prkag2/Insr/Igfbp3/Ogt/Klhl31/Ppargc1a/Ccnb1",14,"BP"
"GO:0006271","DNA strand elongation involved in DNA replication","3/292","13/28814",0.000273243179196185,0.0035255275178598,0.00257719768483728,"Mcm3/Mcm4/Pcna",3,"BP"
"GO:0031652","positive regulation of heat generation","3/292","13/28814",0.000273243179196185,0.0035255275178598,0.00257719768483728,"Slc27a1/Apln/Abat",3,"BP"
"GO:0001933","negative regulation of protein phosphorylation","12/292","352/28814",0.000277045797126332,0.00356173265801982,0.00260366402297446,"Prnp/Nppa/Fabp4/Ddit4/Cdkn1a/Prkag2/Insr/Igfbp3/Ogt/Klhl31/Ppargc1a/Ccnb1",12,"BP"
"GO:0050678","regulation of epithelial cell proliferation","13/292","405/28814",0.000278754149888033,0.00357085065125386,0.00261032937190001,"Nppb/Glul/Vegfa/Vash2/Fgf1/Uhrf1/Aldh1a2/Egfl7/Apln/Maged1/Bmpr1a/Prox1/Ccnd2",13,"BP"
"GO:0046620","regulation of organ growth","7/292","124/28814",0.000280014417320769,0.00357418402680153,0.00261276610447424,"Acacb/Nkx2-5/Ybx3/Bmpr1a/Ccnb1/Fdps/Prox1",7,"BP"
"GO:0098754","detoxification","5/292","57/28814",0.000281055285770436,0.00357470317204106,0.00261314560510291,"Cat/Sesn1/Gstm7/Mt1/Abcg2",5,"BP"
"GO:0070482","response to oxygen levels","11/292","302/28814",0.000283032939188787,0.00358709122220115,0.00262220140002452,"Acot2/Ucp3/Ucp2/Cat/Acaa2/Bnip3/Hif3a/Vegfa/Ddit4/Ogt/Abat",11,"BP"
"GO:0042886","amide transport","12/292","353/28814",0.000284252543595507,0.00358981834208601,0.00262419495333475,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Slc27a1/Pim3/Rab11b/Per2/Apln/Abat/Abcg2",12,"BP"
"GO:0071692","protein localization to extracellular region","13/292","406/28814",0.000285412467659701,0.00359177520921046,0.00262562544377827,"Ucp2/Ankrd1/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Cyp51/Per2/Myom1/Bsg/Abat",13,"BP"
"GO:0071103","DNA conformation change","5/292","58/28814",0.000305045875306222,0.00382538230998048,0.00279639469071115,"Mcm2/Mcm3/Mcm4/Mcm6/Mcm5",5,"BP"
"GO:0090257","regulation of muscle system process","10/292","256/28814",0.000307021362976459,0.00383669353593659,0.00280466331581734,"Myh7/Adra1b/Nppa/Nkx2-5/Hrc/Srl/Foxo3/Igfbp5/Abat/Fdps",10,"BP"
"GO:0006096","glycolytic process","6/292","90/28814",0.000314015319264233,0.00391042073536713,0.00285855867380827,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppargc1a",6,"BP"
"GO:0045860","positive regulation of protein kinase activity","12/292","358/28814",0.000322722133761461,0.00400489203494258,0.00292761818711969,"Acsl1/Prnp/Mmd/Vegfa/Slc27a1/Cdkn1a/Prkag2/Insr/Fgf1/Maged1/Prox1/Ccnd2",12,"BP"
"GO:0046883","regulation of hormone secretion","11/292","307/28814",0.000325353062395189,0.00402357039792527,0.00294127226685434,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Nppa/Per2/Igfbp3/Apln/Abat",11,"BP"
"GO:0010662","regulation of striated muscle cell apoptotic process","5/292","59/28814",0.00033055637065062,0.00406630061202966,0.00297250850265296,"Acot1/Bnip3/Hspb6/Nkx2-5/Igfbp3",5,"BP"
"GO:0006757","ATP generation from ADP","6/292","91/28814",0.000333359283526774,0.00406630061202966,0.00297250850265296,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppargc1a",6,"BP"
"GO:0060420","regulation of heart growth","6/292","91/28814",0.000333359283526774,0.00406630061202966,0.00297250850265296,"Acacb/Nkx2-5/Bmpr1a/Ccnb1/Fdps/Prox1",6,"BP"
"GO:1903578","regulation of ATP metabolic process","6/292","91/28814",0.000333359283526774,0.00406630061202966,0.00297250850265296,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppargc1a",6,"BP"
"GO:0050996","positive regulation of lipid catabolic process","4/292","33/28814",0.000335352692700278,0.00407670246160134,0.00298011236406047,"Plin5/Pnpla2/Cpt1a/Ldlr",4,"BP"
"GO:0006520","cellular amino acid metabolic process","10/292","259/28814",0.000336660491856721,0.00407872745049465,0.0029815926522333,"Bcat2/Aldh6a1/Bckdhb/Glul/Dpep1/Ddc/Etfb/Acadsb/Etfa/Abat",10,"BP"
"GO:0031032","actomyosin structure organization","9/292","213/28814",0.000345423921884695,0.00417076046221588,0.00304886975148582,"Csrp3/Nkx2-5/Ppfia1/Acta1/Fhod3/Ankrd23/Csrp1/Myom2/Prox1",9,"BP"
"GO:0034219","carbohydrate transmembrane transport","7/292","129/28814",0.000356209051893827,0.00428650219349676,0.0031334781740226,"Klf15/Slc2a1/Slc27a1/Appl2/Insr/Ak1/C3",7,"BP"
"GO:0010659","cardiac muscle cell apoptotic process","5/292","60/28814",0.000357649040135071,0.00428938815249243,0.00313558784039296,"Acot1/Bnip3/Hspb6/Nkx2-5/Igfbp3",5,"BP"
"GO:0009132","nucleoside diphosphate metabolic process","7/292","130/28814",0.000373270755597533,0.00446177150670763,0.00326160188485505,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ak1/Ppargc1a",7,"BP"
"GO:0055094","response to lipoprotein particle","4/292","34/28814",0.000377054754992367,0.0044919789811424,0.0032836838662844,"Lpl/Ldlr/Hmgcs1/Npc1",4,"BP"
"GO:0046034","ATP metabolic process","10/292","263/28814",0.000379860620908344,0.00451037162500472,0.00329712908233786,"Myh7/Ddit4/Entpd5/Prkag2/Insr/Ogt/Atp6v1b2/Ak1/Ppargc1a/Ccnb1",10,"BP"
"GO:0007517","muscle organ development","12/292","365/28814",0.000383933398201484,0.00454259123118632,0.00332068195323077,"Myh7/Ankrd1/Csrp3/Xirp2/Nkx2-5/Ybx3/Acta1/Ky/Meg3/Bmpr1a/Prox1/Luc7l",12,"BP"
"GO:0046470","phosphatidylcholine metabolic process","5/292","61/28814",0.000386387166838456,0.00454259123118632,0.00332068195323077,"Fabp3/Dbi/Slc27a1/Lpcat3/Ldlr",5,"BP"
"GO:0140115","export across plasma membrane","5/292","61/28814",0.000386387166838456,0.00454259123118632,0.00332068195323077,"Kcnip2/Kcne1/Slc27a1/Nppa/Abcg2",5,"BP"
"GO:0051346","negative regulation of hydrolase activity","12/292","366/28814",0.000393431262303027,0.00459549146290776,0.00335935257884048,"Timp3/Plin5/Angptl4/Ppp1r1b/Vegfa/Picalm/Dpep1/Timp4/Dhcr24/Gpsm1/Serpinb6b/Sh3bp4",12,"BP"
"GO:0006936","muscle contraction","11/292","314/28814",0.000393458418480631,0.00459549146290776,0.00335935257884048,"Myh7/Kcne1/Adra1b/Slmap/Csrp3/Nppa/Nkx2-5/Myom1/Abcc9/Abat/Myom2",11,"BP"
"GO:0050679","positive regulation of epithelial cell proliferation","9/292","217/28814",0.000395612180475683,0.00460559587302961,0.00336673900888272,"Glul/Vegfa/Vash2/Fgf1/Egfl7/Apln/Bmpr1a/Prox1/Ccnd2",9,"BP"
"GO:0048644","muscle organ morphogenesis","6/292","94/28814",0.000397038401593289,0.00460719236134551,0.00336790605862797,"Myh7/Ankrd1/Xirp2/Nkx2-5/Bmpr1a/Prox1",6,"BP"
"GO:0035296","regulation of tube diameter","8/292","173/28814",0.000403697189037944,0.00465423791490842,0.00340229685294457,"Adra1b/Vegfa/Nppa/Per2/Scpep1/Smtnl2/Apln/Adcy6",8,"BP"
"GO:0097746","blood vessel diameter maintenance","8/292","173/28814",0.000403697189037944,0.00465423791490842,0.00340229685294457,"Adra1b/Vegfa/Nppa/Per2/Scpep1/Smtnl2/Apln/Adcy6",8,"BP"
"GO:0060048","cardiac muscle contraction","7/292","132/28814",0.000409355491296801,0.00470429751091565,0.00343889094397922,"Myh7/Kcne1/Adra1b/Csrp3/Nppa/Nkx2-5/Abcc9",7,"BP"
"GO:0035150","regulation of tube size","8/292","174/28814",0.000419502150746769,0.00480545091913125,0.00351283514896586,"Adra1b/Vegfa/Nppa/Per2/Scpep1/Smtnl2/Apln/Adcy6",8,"BP"
